station,block_id,catalog_source,source_event_id,reference_time,unified_candidate_id,event_class,evaluation_group,existing_fold_roles,prior_pilot_fold_exposed,prospective_event_recall_eligibility
S16,S16_B1,PDS-levent,levent-09470,1975-07-30T02:08:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09471,1975-07-30T02:38:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09472,1975-07-30T10:20:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09473,1975-07-30T15:29:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09474,1975-07-30T21:12:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09475,1975-07-31T06:53:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09476,1975-07-31T07:36:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09477,1975-07-31T10:29:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09478,1975-07-31T14:53:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09479,1975-07-31T21:44:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09480,1975-08-01T07:15:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09481,1975-08-01T09:44:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09482,1975-08-01T13:36:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09483,1975-08-01T14:40:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09484,1975-08-01T20:10:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09485,1975-08-02T05:25:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09486,1975-08-02T10:14:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09487,1975-08-02T16:54:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09488,1975-08-02T17:38:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09489,1975-08-03T00:59:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09490,1975-08-03T04:17:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09491,1975-08-03T10:53:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09492,1975-08-04T00:32:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09493,1975-08-04T15:57:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09494,1975-08-04T19:10:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09495,1975-08-04T20:42:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09496,1975-08-05T01:50:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09497,1975-08-05T02:16:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09498,1975-08-05T09:27:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09499,1975-08-06T00:27:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09500,1975-08-07T00:48:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09501,1975-08-07T11:58:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09502,1975-08-07T20:18:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09937,1975-12-18T03:44:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09938,1975-12-18T13:50:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09939,1975-12-18T17:43:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09940,1975-12-18T21:17:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09941,1975-12-19T02:14:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09942,1975-12-19T18:20:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09943,1975-12-20T02:26:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09944,1975-12-20T07:53:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09945,1975-12-20T10:00:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09946,1975-12-20T15:24:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09947,1975-12-21T00:41:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09948,1975-12-21T17:16:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09949,1975-12-21T17:26:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09950,1975-12-21T18:46:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09951,1975-12-21T23:00:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09952,1975-12-22T17:20:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09953,1975-12-23T15:58:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09954,1975-12-24T06:18:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09955,1975-12-24T09:12:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09956,1975-12-24T11:26:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09957,1975-12-24T11:44:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09958,1975-12-26T00:32:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09959,1975-12-26T02:47:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09960,1975-12-26T17:35:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09961,1975-12-26T22:14:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09962,1975-12-27T05:47:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09963,1975-12-27T06:31:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09964,1975-12-28T00:37:00,levent-09964,deep_moonquake_assigned,deep-family:A70,train,1,exclude_prior_pilot_exposed
S12,S12_B2,PDS-levent,levent-09965,1975-12-28T11:25:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09966,1975-12-28T12:46:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09967,1975-12-28T15:21:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09968,1975-12-30T10:29:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09969,1975-12-31T01:49:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09970,1975-12-31T02:24:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09971,1975-12-31T03:08:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09972,1975-12-31T10:28:00,,,,,0,catalog_exclusion_only
S12,S12_B2,PDS-levent,levent-09973,1975-12-31T17:48:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10369,1976-04-17T06:27:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10370,1976-04-18T08:46:00,levent-10370,natural_impact,event:levent-10370,,0,eligible_pending_waveform_QA
S16,S16_B2,PDS-levent,levent-10371,1976-04-19T06:44:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10372,1976-04-19T07:07:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10373,1976-04-19T07:27:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10374,1976-04-19T07:50:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10375,1976-04-19T14:06:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10376,1976-04-20T23:10:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10377,1976-04-22T08:36:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10378,1976-04-23T14:07:00,levent-10378,natural_impact,event:levent-10378,validation,1,exclude_prior_pilot_exposed
S16,S16_B2,PDS-levent,levent-10379,1976-04-23T21:38:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10380,1976-04-24T03:14:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10381,1976-04-24T03:24:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10382,1976-04-24T03:46:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10383,1976-04-24T09:54:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10384,1976-04-24T10:55:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10385,1976-04-25T01:41:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10386,1976-04-25T02:46:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10387,1976-04-25T06:58:00,levent-10387,deep_moonquake_assigned,deep-family:A256,test,1,exclude_prior_pilot_exposed
S16,S16_B2,PDS-levent,levent-10388,1976-04-25T09:06:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10389,1976-04-25T11:57:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10390,1976-04-25T18:40:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10391,1976-04-25T21:32:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10392,1976-04-25T22:45:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10393,1976-04-26T03:41:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10394,1976-04-26T11:12:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10395,1976-04-26T14:25:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10396,1976-04-26T20:12:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10397,1976-04-27T03:13:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10398,1976-04-27T06:54:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10399,1976-04-27T12:47:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10400,1976-04-27T13:03:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10401,1976-04-27T14:02:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10402,1976-04-27T14:32:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10403,1976-04-27T16:43:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10404,1976-04-27T16:58:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10405,1976-04-27T17:44:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10406,1976-04-28T02:29:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10407,1976-04-28T05:13:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10408,1976-04-28T12:44:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10409,1976-04-28T20:00:00,levent-10409,deep_moonquake_assigned,deep-family:A8,test,1,exclude_prior_pilot_exposed
S16,S16_B2,PDS-levent,levent-10410,1976-04-29T06:25:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10411,1976-04-29T23:25:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10412,1976-04-29T23:46:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10413,1976-04-30T00:02:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10414,1976-04-30T02:09:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10415,1976-04-30T06:16:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10416,1976-04-30T11:53:00,levent-10416,natural_impact,event:levent-10416,validation,1,exclude_prior_pilot_exposed
S16,S16_B2,PDS-levent,levent-10417,1976-04-30T17:02:00,,,,,0,catalog_exclusion_only
S16,S16_B2,PDS-levent,levent-10418,1976-04-30T18:11:00,levent-10418,natural_impact,event:levent-10418,,0,eligible_pending_waveform_QA
S15,S15_B2,PDS-levent,levent-10766,1976-07-09T01:38:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10767,1976-07-09T03:25:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10768,1976-07-09T08:57:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10769,1976-07-09T14:45:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10770,1976-07-09T15:03:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10771,1976-07-09T22:07:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10772,1976-07-10T05:05:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10773,1976-07-10T10:55:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10774,1976-07-10T14:52:00,levent-10774,natural_impact,event:levent-10774,validation,1,exclude_prior_pilot_exposed
S15,S15_B2,PDS-levent,levent-10775,1976-07-10T19:37:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10776,1976-07-12T20:58:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10777,1976-07-13T05:43:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10778,1976-07-13T23:49:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10779,1976-07-14T10:17:00,levent-10779,natural_impact,event:levent-10779,,0,eligible_pending_waveform_QA
S15,S15_B2,PDS-levent,levent-10780,1976-07-15T00:43:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10781,1976-07-15T09:50:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10782,1976-07-15T11:21:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10783,1976-07-15T13:16:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10784,1976-07-15T17:04:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10785,1976-07-15T20:53:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10786,1976-07-15T23:54:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10787,1976-07-16T14:03:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10788,1976-07-16T15:55:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10789,1976-07-16T16:30:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10790,1976-07-16T20:57:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10791,1976-07-17T05:28:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10792,1976-07-17T06:35:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10793,1976-07-17T12:05:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10794,1976-07-17T21:32:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10795,1976-07-17T23:43:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10796,1976-07-18T18:21:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10797,1976-07-19T04:31:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10798,1976-07-19T07:48:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10799,1976-07-19T13:39:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10800,1976-07-19T23:36:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10801,1976-07-20T05:40:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10802,1976-07-20T06:40:00,levent-10802,deep_moonquake_assigned,deep-family:A8,test,1,exclude_prior_pilot_exposed
S15,S15_B2,PDS-levent,levent-10803,1976-07-20T08:33:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10804,1976-07-20T10:13:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10805,1976-07-20T12:48:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10806,1976-07-20T23:00:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10807,1976-07-21T06:56:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10808,1976-07-21T07:43:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10809,1976-07-21T07:50:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10810,1976-07-21T16:05:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10811,1976-07-21T17:17:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10812,1976-07-21T21:54:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10813,1976-07-21T23:12:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10814,1976-07-22T12:07:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10815,1976-07-22T17:25:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10816,1976-07-22T19:49:00,,,,,0,catalog_exclusion_only
S15,S15_B2,PDS-levent,levent-10817,1976-07-22T23:25:00,,,,,0,catalog_exclusion_only
