fold,role,label,event_id,event_class,evaluation_group,station,channel,window_start_nominal,window_end_nominal,sample_rate_hz,gap_fraction_audited,preprocessing_version
holdout_S12,train,event,levent-09574,natural_impact,event:levent-09574,S14,MH2,1975-08-31T09:34:01.256547,1975-08-31T09:44:01.256547,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09579,deep_moonquake_assigned,deep-family:A71,S14,MH2,1975-09-02T01:40:00.050057,1975-09-02T01:50:00.050057,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09589,natural_impact,event:levent-09589,S14,MH1,1975-09-03T13:17:01.095189,1975-09-03T13:27:01.095189,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09599,deep_moonquake_assigned,deep-family:A22,S14,MH2,1975-09-06T17:42:01.707547,1975-09-06T17:52:01.707547,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09623,natural_impact,event:levent-09623,S14,MH2,1975-09-13T14:02:01.412660,1975-09-13T14:12:01.412660,6.625,0.0015094339622641509,primary-mh-v0.1
holdout_S12,train,event,levent-09632,natural_impact,event:levent-09632,S14,MH2,1975-09-19T13:43:03.328453,1975-09-19T13:53:03.328453,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09645,natural_impact,event:levent-09645,S14,MH1,1975-09-23T08:24:01.984264,1975-09-23T08:34:01.984264,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09649,natural_impact,event:levent-09649,S14,MH2,1975-09-25T07:08:01.543604,1975-09-25T07:18:01.543604,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09666,deep_moonquake_assigned,deep-family:A71,S14,MH2,1975-09-30T09:07:00.856245,1975-09-30T09:17:00.856245,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09693,natural_impact,event:levent-09693,S14,MH2,1975-10-04T12:51:00.995245,1975-10-04T13:01:00.995245,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09694,deep_moonquake_assigned,deep-family:A22,S14,MH2,1975-10-04T14:44:01.372604,1975-10-04T14:54:01.372604,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09705,natural_impact,event:levent-09705,S14,MH2,1975-10-06T12:56:01.247717,1975-10-06T13:06:01.247717,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09712,natural_impact,event:levent-09712,S14,MH2,1975-10-11T12:21:01.174189,1975-10-11T12:31:01.174189,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09776,deep_moonquake_assigned,deep-family:A22,S14,MH2,1975-10-31T20:54:01.958321,1975-10-31T21:04:01.958321,6.625,0.0005031446540880503,primary-mh-v0.1
holdout_S12,train,event,levent-09795,deep_moonquake_assigned,deep-family:A97,S14,MH2,1975-11-04T02:01:00.362528,1975-11-04T02:11:00.362528,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09796,natural_impact,event:levent-09796,S14,MH1,1975-11-04T03:59:00.211585,1975-11-04T04:09:00.211585,6.625,0.0007547169811320754,primary-mh-v0.1
holdout_S12,train,event,levent-09833,natural_impact,event:levent-09833,S14,MH1,1975-11-18T00:46:00.376000,1975-11-18T00:56:00.376000,6.625,0.019874213836477986,primary-mh-v0.1
holdout_S12,train,event,levent-09834,natural_impact,event:levent-09834,S14,MH2,1975-11-18T08:21:01.809962,1975-11-18T08:31:01.809962,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09860,natural_impact,event:levent-09860,S14,MH2,1975-11-28T02:28:00.255057,1975-11-28T02:38:00.255057,6.625,0.0007547169811320754,primary-mh-v0.1
holdout_S12,train,event,levent-09865,deep_moonquake_assigned,deep-family:A82,S14,MH2,1975-11-29T00:30:00.274631,1975-11-29T00:40:00.274631,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09883,natural_impact,event:levent-09883,S14,MH2,1975-12-03T01:49:00.161642,1975-12-03T01:59:00.161642,6.625,0.04628930817610063,primary-mh-v0.1
holdout_S12,train,event,levent-09896,natural_impact,event:levent-09896,S14,MH2,1975-12-06T08:00:00.896717,1975-12-06T08:10:00.896717,6.625,0.004528301886792453,primary-mh-v0.1
holdout_S12,train,event,levent-09903,natural_impact,event:levent-09903,S14,MH1,1975-12-08T23:16:02.528151,1975-12-08T23:26:02.528151,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09964,deep_moonquake_assigned,deep-family:A70,S14,MH2,1975-12-28T00:34:59.787698,1975-12-28T00:44:59.787698,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-09994,deep_moonquake_assigned,deep-family:A75,S14,MH2,1976-01-09T01:48:00.380057,1976-01-09T01:58:00.380057,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-10013,natural_impact,event:levent-10013,S14,MH2,1976-01-13T07:12:02.144264,1976-01-13T07:22:02.144264,6.625,0.012327044025157233,primary-mh-v0.1
holdout_S12,train,event,levent-10189,deep_moonquake_assigned,deep-family:A206,S14,MH1,1976-03-09T19:09:03.175509,1976-03-09T19:19:03.175509,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-10191,deep_moonquake_assigned,deep-family:A315,S14,MH1,1976-03-10T00:35:00.004698,1976-03-10T00:45:00.004698,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-10194,natural_impact,event:levent-10194,S14,MH1,1976-03-10T11:59:02.117906,1976-03-10T12:09:02.117906,6.625,0.008050314465408805,primary-mh-v0.1
holdout_S12,train,event,levent-10221,natural_impact,event:levent-10221,S14,MH1,1976-03-14T01:50:00.744774,1976-03-14T02:00:00.744774,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-10228,deep_moonquake_assigned,deep-family:A86,S14,MH1,1976-03-15T01:28:00.418943,1976-03-15T01:38:00.418943,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-10231,natural_impact,event:levent-10231,S14,MH1,1976-03-15T10:19:02.758566,1976-03-15T10:29:02.758566,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-10245,deep_moonquake_assigned,deep-family:A22,S14,MH1,1976-03-16T14:43:03.126340,1976-03-16T14:53:03.126340,6.625,0.027421383647798742,primary-mh-v0.1
holdout_S12,train,event,levent-10533,deep_moonquake_assigned,deep-family:A361,S14,MH2,1976-05-25T14:21:00.490415,1976-05-25T14:31:00.490415,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-11389,deep_moonquake_assigned,deep-family:A202,S14,MH2,1976-11-18T07:26:01.208547,1976-11-18T07:36:01.208547,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11404,natural_impact,event:levent-11404,S14,MH2,1976-11-21T22:38:03.863642,1976-11-21T22:48:03.863642,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11412,natural_impact,event:levent-11412,S14,MHZ,1976-11-24T10:45:02.069736,1976-11-24T10:55:02.069736,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11418,natural_impact,event:levent-11418,S14,MH1,1976-11-26T03:49:00.555415,1976-11-26T03:59:00.555415,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-11500,deep_moonquake_assigned,deep-family:A22,S14,MHZ,1976-12-13T12:21:03.280155,1976-12-13T12:31:03.280155,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11572,natural_impact,event:levent-11572,S14,MH2,1976-12-29T07:05:01.422075,1976-12-29T07:15:01.422075,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11604,natural_impact,event:levent-11604,S14,MH1,1977-01-03T10:02:02.458208,1977-01-03T10:12:02.458208,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11615,natural_impact,event:levent-11615,S14,MH1,1977-01-07T03:48:00.928830,1977-01-07T03:58:00.928830,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11636,natural_impact,event:levent-11636,S14,MHZ,1977-01-10T16:25:04.518943,1977-01-10T16:35:04.518943,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11652,natural_impact,event:levent-11652,S14,MHZ,1977-01-13T12:23:03.635226,1977-01-13T12:33:03.635226,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11663,natural_impact,event:levent-11663,S14,MHZ,1977-01-16T03:05:00.620302,1977-01-16T03:15:00.620302,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11707,natural_impact,event:levent-11707,S14,MHZ,1977-01-27T00:43:00.019698,1977-01-27T00:53:00.019698,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11714,natural_impact,event:levent-11714,S14,MH2,1977-01-28T22:15:03.581226,1977-01-28T22:25:03.581226,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11728,natural_impact,event:levent-11728,S14,MHZ,1977-02-02T11:55:02.816566,1977-02-02T12:05:02.816566,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11744,natural_impact,event:levent-11744,S14,MHZ,1977-02-05T17:43:04.263000,1977-02-05T17:53:04.263000,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11769,natural_impact,event:levent-11769,S14,MHZ,1977-02-13T10:18:01.021660,1977-02-13T10:28:01.021660,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11809,natural_impact,event:levent-11809,S14,MHZ,1977-02-22T05:06:00.694887,1977-02-22T05:16:00.694887,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11811,natural_impact,event:levent-11811,S14,MH2,1977-02-23T00:11:00.146472,1977-02-23T00:21:00.146472,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-11840,deep_moonquake_assigned,deep-family:A22,S14,MH1,1977-03-03T16:41:04.257943,1977-03-03T16:51:04.257943,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-11855,deep_moonquake_assigned,deep-family:A257,S14,MH1,1977-03-05T10:14:02.264321,1977-03-05T10:24:02.264321,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11892,natural_impact,event:levent-11892,S14,MHZ,1977-03-18T14:37:02.423736,1977-03-18T14:47:02.423736,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11915,natural_impact,event:levent-11915,S14,MHZ,1977-03-21T00:04:59.755642,1977-03-21T00:14:59.755642,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-11921,natural_impact,event:levent-11921,S14,MH1,1977-03-23T19:27:02.995453,1977-03-23T19:37:02.995453,6.625,0.0015094339622641509,primary-mh-v0.1
holdout_S12,validation,event,levent-11926,natural_impact,event:levent-11926,S14,MHZ,1977-03-25T12:54:02.108321,1977-03-25T13:04:02.108321,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-11932,natural_impact,event:levent-11932,S12,MHZ,1977-03-28T07:23:59.860057,1977-03-28T07:33:59.860057,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-11998,deep_moonquake_assigned,deep-family:A6,S12,MHZ,1977-04-02T06:41:00.549302,1977-04-02T06:51:00.549302,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12004,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1977-04-02T15:44:01.983264,1977-04-02T15:54:01.983264,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12011,deep_moonquake_unclassified,event:levent-12011,S15,MHZ,1977-04-03T06:31:00.687358,1977-04-03T06:41:00.687358,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12011,deep_moonquake_unclassified,event:levent-12011,S16,MHZ,1977-04-03T06:31:02.060906,1977-04-03T06:41:02.060906,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12019,deep_moonquake_assigned,deep-family:A64,S12,MHZ,1977-04-04T10:30:00.817774,1977-04-04T10:40:00.817774,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12023,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1977-04-05T02:43:00.136472,1977-04-05T02:53:00.136472,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12034,natural_impact,event:levent-12034,S12,MH1,1977-04-06T12:46:01.084774,1977-04-06T12:56:01.084774,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12047,natural_impact,event:levent-12047,S12,MHZ,1977-04-10T22:56:02.492264,1977-04-10T23:06:02.492264,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12048,natural_impact,event:levent-12048,S12,MHZ,1977-04-11T13:21:01.193075,1977-04-11T13:31:01.193075,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12052,deep_moonquake_assigned,deep-family:A23,S12,MHZ,1977-04-13T19:33:00.072642,1977-04-13T19:43:00.072642,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12076,deep_moonquake_assigned,deep-family:A114,S14,MHZ,1977-04-16T07:38:01.068660,1977-04-16T07:48:01.068660,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12076,deep_moonquake_assigned,deep-family:A114,S15,MH1,1977-04-16T07:38:00.784887,1977-04-16T07:48:00.784887,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12076,deep_moonquake_assigned,deep-family:A114,S16,MHZ,1977-04-16T07:38:01.675434,1977-04-16T07:48:01.675434,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12080,natural_impact,event:levent-12080,S15,MHZ,1977-04-16T13:14:01.388660,1977-04-16T13:24:01.388660,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12086,natural_impact,event:levent-12086,S15,MHZ,1977-04-17T07:04:00.731943,1977-04-17T07:14:00.731943,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12091,natural_impact,event:levent-12091,S16,MHZ,1977-04-17T13:37:03.233396,1977-04-17T13:47:03.233396,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12094,deep_moonquake_assigned,deep-family:A8,S12,MH1,1977-04-17T17:09:59.240453,1977-04-17T17:19:59.240453,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12095,natural_impact,event:levent-12095,S12,MH1,1977-04-17T23:32:58.863094,1977-04-17T23:42:58.863094,6.625,0.003270440251572327,primary-mh-v0.1
holdout_S12,test,event,levent-12106,deep_moonquake_assigned,deep-family:A16,S12,MH1,1977-04-19T11:38:59.093925,1977-04-19T11:48:59.093925,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12115,natural_impact,event:levent-12115,S16,MHZ,1977-04-23T05:05:00.993302,1977-04-23T05:15:00.993302,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12122,natural_impact,event:levent-12122,S12,MHZ,1977-04-24T16:09:58.810566,1977-04-24T16:19:58.810566,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12131,deep_moonquake_assigned,deep-family:A10,S12,MHZ,1977-04-26T10:10:59.195925,1977-04-26T10:20:59.195925,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12156,deep_moonquake_unclassified,event:levent-12156,S12,MHZ,1977-04-27T15:38:58.913925,1977-04-27T15:48:58.913925,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12176,deep_moonquake_assigned,deep-family:A25,S12,MHZ,1977-04-28T13:30:00.067673,1977-04-28T13:40:00.067673,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-12177,deep_moonquake_assigned,deep-family:A271,S16,MHZ,1977-04-28T15:03:04.133228,1977-04-28T15:13:04.133228,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12190,natural_impact,event:levent-12190,S16,MHZ,1977-04-29T20:35:05.880434,1977-04-29T20:45:05.880434,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12262,natural_impact,event:levent-12262,S12,MHZ,1977-05-04T11:10:01.101774,1977-05-04T11:20:01.101774,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12270,natural_impact,event:levent-12270,S12,MHZ,1977-05-04T23:05:02.233849,1977-05-04T23:15:02.233849,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12272,deep_moonquake_assigned,deep-family:A218,S12,MHZ,1977-05-05T02:04:00.196057,1977-05-05T02:14:00.196057,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12275,natural_impact,event:levent-12275,S12,MHZ,1977-05-06T19:54:02.307208,1977-05-06T20:04:02.307208,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12294,natural_impact,event:levent-12294,S12,MHZ,1977-05-11T20:12:01.749377,1977-05-11T20:22:01.749377,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12300,deep_moonquake_assigned,deep-family:A94,S12,MHZ,1977-05-12T10:23:00.546358,1977-05-12T10:33:00.546358,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12301,deep_moonquake_assigned,deep-family:A9,S12,MHZ,1977-05-12T10:37:00.395415,1977-05-12T10:47:00.395415,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12302,deep_moonquake_assigned,deep-family:A10,S12,MHZ,1977-05-12T12:45:00.395415,1977-05-12T12:55:00.395415,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12304,deep_moonquake_assigned,deep-family:A29,S15,MHZ,1977-05-12T13:30:01.444660,1977-05-12T13:40:01.444660,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12305,deep_moonquake_assigned,deep-family:A25,S12,MHZ,1977-05-12T18:26:00.470887,1977-05-12T18:36:00.470887,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12314,deep_moonquake_assigned,deep-family:A8,S12,MHZ,1977-05-14T12:47:59.229396,1977-05-14T12:57:59.229396,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12331,deep_moonquake_assigned,deep-family:A27,S12,MH1,1977-05-16T00:01:59.848113,1977-05-16T00:11:59.848113,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12332,deep_moonquake_assigned,deep-family:A8,S12,MH1,1977-05-16T01:35:59.697170,1977-05-16T01:45:59.697170,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12338,deep_moonquake_assigned,deep-family:A8,S12,MHZ,1977-05-16T10:52:59.168868,1977-05-16T11:02:59.168868,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12350,deep_moonquake_assigned,deep-family:A237,S14,MHZ,1977-05-17T09:59:01.765906,1977-05-17T10:09:01.765906,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12350,deep_moonquake_assigned,deep-family:A237,S15,MH2,1977-05-17T09:59:01.111132,1977-05-17T10:09:01.111132,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12350,deep_moonquake_assigned,deep-family:A237,S16,MH1,1977-05-17T09:59:02.546679,1977-05-17T10:09:02.546679,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12358,natural_impact,event:levent-12358,S14,MH2,1977-05-18T15:16:02.254377,1977-05-18T15:26:02.254377,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12369,deep_moonquake_assigned,deep-family:A11,S12,MHZ,1977-05-19T11:24:58.986094,1977-05-19T11:34:58.986094,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-12372,deep_moonquake_assigned,deep-family:A99,S14,MH2,1977-05-20T15:46:02.346208,1977-05-20T15:56:02.346208,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-12372,deep_moonquake_assigned,deep-family:A99,S16,MHZ,1977-05-20T15:46:04.078528,1977-05-20T15:56:04.078528,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12388,deep_moonquake_assigned,deep-family:A10,S12,MHZ,1977-05-24T12:45:59.031453,1977-05-24T12:55:59.031453,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12392,deep_moonquake_assigned,deep-family:A26,S12,MHZ,1977-05-24T16:52:58.654094,1977-05-24T17:02:58.654094,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12394,natural_impact,event:levent-12394,S15,MH1,1977-05-24T19:40:01.569604,1977-05-24T19:50:01.569604,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12402,deep_moonquake_assigned,deep-family:A220,S12,MHZ,1977-05-25T11:31:59.334283,1977-05-25T11:41:59.334283,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12405,deep_moonquake_assigned,deep-family:A18,S12,MHZ,1977-05-25T23:47:58.126736,1977-05-25T23:57:58.126736,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12431,natural_impact,event:levent-12431,S12,MHZ,1977-05-28T21:02:01.658547,1977-05-28T21:12:01.658547,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12436,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1977-05-29T11:34:01.271547,1977-05-29T11:44:01.271547,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12454,natural_impact,event:levent-12454,S16,MHZ,1977-06-02T14:24:03.824585,1977-06-02T14:34:03.824585,6.625,0.010817610062893081,primary-mh-v0.1
holdout_S12,test,event,levent-12460,deep_moonquake_assigned,deep-family:A210,S12,MHZ,1977-06-05T08:15:00.767358,1977-06-05T08:25:00.767358,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12465,deep_moonquake_assigned,deep-family:A23,S12,MHZ,1977-06-07T13:33:01.556962,1977-06-07T13:43:01.556962,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12467,deep_moonquake_assigned,deep-family:A10,S12,MHZ,1977-06-08T02:35:00.173472,1977-06-08T02:45:00.173472,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12476,deep_moonquake_assigned,deep-family:A25,S12,MHZ,1977-06-09T20:16:01.591491,1977-06-09T20:26:01.591491,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12478,natural_impact,event:levent-12478,S12,MHZ,1977-06-10T03:34:00.030430,1977-06-10T03:44:00.030430,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12486,deep_moonquake_assigned,deep-family:A254,S14,MH1,1977-06-11T12:14:01.188774,1977-06-11T12:24:01.188774,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12486,deep_moonquake_assigned,deep-family:A254,S16,MH1,1977-06-11T12:14:03.055868,1977-06-11T12:24:03.055868,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12493,deep_moonquake_assigned,deep-family:A16,S12,MHZ,1977-06-12T02:51:59.940057,1977-06-12T03:01:59.940057,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12496,deep_moonquake_assigned,deep-family:A314,S14,MH1,1977-06-12T07:04:01.193717,1977-06-12T07:14:01.193717,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12496,deep_moonquake_assigned,deep-family:A314,S15,MH2,1977-06-12T07:04:00.478943,1977-06-12T07:14:00.478943,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12496,deep_moonquake_assigned,deep-family:A314,S16,MHZ,1977-06-12T07:04:01.537491,1977-06-12T07:14:01.537491,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12502,deep_moonquake_assigned,deep-family:A10,S12,MHZ,1977-06-12T18:19:58.732509,1977-06-12T18:29:58.732509,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12508,deep_moonquake_assigned,deep-family:A27,S12,MHZ,1977-06-13T12:39:59.344396,1977-06-13T12:49:59.344396,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12532,deep_moonquake_assigned,deep-family:A96,S14,MH2,1977-06-15T12:39:02.138906,1977-06-15T12:49:02.138906,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12532,deep_moonquake_assigned,deep-family:A96,S16,MH1,1977-06-15T12:39:03.419226,1977-06-15T12:49:03.419226,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-12537,deep_moonquake_assigned,deep-family:A97,S14,MHZ,1977-06-16T07:04:01.172717,1977-06-16T07:14:01.172717,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-12537,deep_moonquake_assigned,deep-family:A97,S15,MH2,1977-06-16T07:04:00.555943,1977-06-16T07:14:00.555943,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-12537,deep_moonquake_assigned,deep-family:A97,S16,MHZ,1977-06-16T07:04:01.528491,1977-06-16T07:14:01.528491,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12539,natural_impact,event:levent-12539,S15,MHZ,1977-06-17T06:42:00.181113,1977-06-17T06:52:00.181113,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12545,deep_moonquake_assigned,deep-family:A414,S16,MH1,1977-06-19T16:53:03.868057,1977-06-19T17:03:03.868057,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12550,deep_moonquake_assigned,deep-family:A26,S12,MHZ,1977-06-20T14:51:58.560736,1977-06-20T15:01:58.560736,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12559,deep_moonquake_assigned,deep-family:A18,S12,MHZ,1977-06-21T09:19:59.494396,1977-06-21T09:29:59.494396,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12575,deep_moonquake_assigned,deep-family:A18,S12,MHZ,1977-06-22T18:49:58.497566,1977-06-22T18:59:58.497566,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12584,natural_impact,event:levent-12584,S12,MHZ,1977-06-24T03:08:00.029057,1977-06-24T03:18:00.029057,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12587,natural_impact,event:levent-12587,S12,MHZ,1977-06-25T00:52:59.917642,1977-06-25T01:02:59.917642,6.625,0.0,primary-mh-v0.1
holdout_S12,validation,event,levent-12608,natural_impact,event:levent-12608,S16,MHZ,1977-06-28T15:35:04.531000,1977-06-28T15:45:04.531000,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12611,natural_impact,event:levent-12611,S12,MHZ,1977-06-28T22:23:02.301679,1977-06-28T22:33:02.301679,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12632,deep_moonquake_assigned,deep-family:A23,S12,MHZ,1977-07-05T06:01:00.350528,1977-07-05T06:11:00.350528,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12649,natural_impact,event:levent-12649,S12,MHZ,1977-07-08T22:27:02.190792,1977-07-08T22:37:02.190792,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12653,deep_moonquake_assigned,deep-family:A16,S12,MHZ,1977-07-09T21:29:01.681075,1977-07-09T21:39:01.681075,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12658,deep_moonquake_assigned,deep-family:A211,S12,MHZ,1977-07-11T01:33:59.674226,1977-07-11T01:43:59.674226,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12659,deep_moonquake_assigned,deep-family:A8,S12,MHZ,1977-07-11T09:27:59.221396,1977-07-11T09:37:59.221396,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12672,deep_moonquake_assigned,deep-family:A8,S12,MHZ,1977-07-13T14:23:58.865623,1977-07-13T14:33:58.865623,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-12678,natural_impact,event:levent-12678,S12,MHZ,1977-07-14T11:45:59.032566,1977-07-14T11:55:59.032566,6.625,0.0,primary-mh-v0.1
