fold,held_out_station,event_id,station,event_class,evaluation_group,reference_time,role
holdout_S12,S12,levent-09101,S14,natural_impact,event:levent-09101,1975-03-18T01:31:00,train
holdout_S12,S12,levent-09101,S15,natural_impact,event:levent-09101,1975-03-18T01:31:00,train
holdout_S12,S12,levent-09101,S16,natural_impact,event:levent-09101,1975-03-18T01:31:00,train
holdout_S12,S12,levent-09121,S14,natural_impact,event:levent-09121,1975-03-26T00:46:00,train
holdout_S12,S12,levent-09121,S15,natural_impact,event:levent-09121,1975-03-26T00:46:00,train
holdout_S12,S12,levent-09121,S16,natural_impact,event:levent-09121,1975-03-26T00:46:00,train
holdout_S12,S12,levent-09124,S14,natural_impact,event:levent-09124,1975-03-26T12:07:00,train
holdout_S12,S12,levent-09124,S15,natural_impact,event:levent-09124,1975-03-26T12:07:00,train
holdout_S12,S12,levent-09124,S16,natural_impact,event:levent-09124,1975-03-26T12:07:00,train
holdout_S12,S12,levent-09125,S16,natural_impact,event:levent-09125,1975-03-26T18:48:00,train
holdout_S12,S12,levent-09127,S14,deep_moonquake_assigned,deep-family:A22,1975-03-26T22:27:00,train
holdout_S12,S12,levent-09127,S15,deep_moonquake_assigned,deep-family:A22,1975-03-26T22:27:00,train
holdout_S12,S12,levent-09127,S16,deep_moonquake_assigned,deep-family:A22,1975-03-26T22:27:00,train
holdout_S12,S12,levent-09135,S14,natural_impact,event:levent-09135,1975-03-29T17:00:00,train
holdout_S12,S12,levent-09138,S14,natural_impact,event:levent-09138,1975-03-31T20:42:00,train
holdout_S12,S12,levent-09138,S15,natural_impact,event:levent-09138,1975-03-31T20:42:00,train
holdout_S12,S12,levent-09145,S16,natural_impact,event:levent-09145,1975-04-04T02:05:00,train
holdout_S12,S12,levent-09148,S14,natural_impact,event:levent-09148,1975-04-06T06:47:00,train
holdout_S12,S12,levent-09148,S15,natural_impact,event:levent-09148,1975-04-06T06:47:00,train
holdout_S12,S12,levent-09148,S16,natural_impact,event:levent-09148,1975-04-06T06:47:00,train
holdout_S12,S12,levent-09154,S14,natural_impact,event:levent-09154,1975-04-09T04:16:00,train
holdout_S12,S12,levent-09154,S15,natural_impact,event:levent-09154,1975-04-09T04:16:00,train
holdout_S12,S12,levent-09154,S16,natural_impact,event:levent-09154,1975-04-09T04:16:00,train
holdout_S12,S12,levent-09156,S14,deep_moonquake_assigned,deep-family:A249,1975-04-10T16:03:00,train
holdout_S12,S12,levent-09156,S15,deep_moonquake_assigned,deep-family:A249,1975-04-10T16:03:00,train
holdout_S12,S12,levent-09156,S16,deep_moonquake_assigned,deep-family:A249,1975-04-10T16:03:00,train
holdout_S12,S12,levent-09166,S16,natural_impact,event:levent-09166,1975-04-12T02:00:00,train
holdout_S12,S12,levent-09169,S14,natural_impact,event:levent-09169,1975-04-12T09:36:00,train
holdout_S12,S12,levent-09169,S15,natural_impact,event:levent-09169,1975-04-12T09:36:00,train
holdout_S12,S12,levent-09172,S12,natural_impact,event:levent-09172,1975-04-12T18:15:00,test
holdout_S12,S12,levent-09193,S12,natural_impact,event:levent-09193,1975-04-21T02:03:00,test
holdout_S12,S12,levent-09204,S14,deep_moonquake_assigned,deep-family:A74,1975-04-24T05:02:00,train
holdout_S12,S12,levent-09204,S15,deep_moonquake_assigned,deep-family:A74,1975-04-24T05:02:00,train
holdout_S12,S12,levent-09204,S16,deep_moonquake_assigned,deep-family:A74,1975-04-24T05:02:00,train
holdout_S12,S12,levent-09205,S12,deep_moonquake_assigned,deep-family:A6,1975-04-24T08:08:00,test
holdout_S12,S12,levent-09206,S12,deep_moonquake_assigned,deep-family:A1,1975-04-25T09:34:00,test
holdout_S12,S12,levent-09207,S12,deep_moonquake_assigned,deep-family:A5,1975-04-25T10:49:00,test
holdout_S12,S12,levent-09211,S14,natural_impact,event:levent-09211,1975-04-26T00:53:00,train
holdout_S12,S12,levent-09215,S14,deep_moonquake_assigned,deep-family:A213,1975-04-27T04:12:00,train
holdout_S12,S12,levent-09215,S15,deep_moonquake_assigned,deep-family:A213,1975-04-27T04:12:00,train
holdout_S12,S12,levent-09215,S16,deep_moonquake_assigned,deep-family:A213,1975-04-27T04:12:00,train
holdout_S12,S12,levent-09220,S12,natural_impact,event:levent-09220,1975-04-29T06:16:00,test
holdout_S12,S12,levent-09224,S12,natural_impact,event:levent-09224,1975-05-04T10:05:00,test
holdout_S12,S12,levent-09232,S14,deep_moonquake_assigned,deep-family:A249,1975-05-07T12:38:00,train
holdout_S12,S12,levent-09232,S15,deep_moonquake_assigned,deep-family:A249,1975-05-07T12:38:00,train
holdout_S12,S12,levent-09232,S16,deep_moonquake_assigned,deep-family:A249,1975-05-07T12:38:00,train
holdout_S12,S12,levent-09244,S12,natural_impact,event:levent-09244,1975-05-09T11:48:00,test
holdout_S12,S12,levent-09252,S12,natural_impact,event:levent-09252,1975-05-11T15:10:00,test
holdout_S12,S12,levent-09260,S12,natural_impact,event:levent-09260,1975-05-16T22:18:00,test
holdout_S12,S12,levent-09268,S12,deep_moonquake_assigned,deep-family:A1,1975-05-20T17:28:00,test
holdout_S12,S12,levent-09276,S14,deep_moonquake_assigned,deep-family:A70,1975-05-23T19:56:00,train
holdout_S12,S12,levent-09276,S15,deep_moonquake_assigned,deep-family:A70,1975-05-23T19:56:00,train
holdout_S12,S12,levent-09276,S16,deep_moonquake_assigned,deep-family:A70,1975-05-23T19:56:00,train
holdout_S12,S12,levent-09277,S14,deep_moonquake_assigned,deep-family:A89,1975-05-23T21:16:00,train
holdout_S12,S12,levent-09277,S16,deep_moonquake_assigned,deep-family:A89,1975-05-23T21:16:00,train
holdout_S12,S12,levent-09278,S16,deep_moonquake_assigned,deep-family:A97,1975-05-24T12:07:00,train
holdout_S12,S12,levent-09285,S14,natural_impact,event:levent-09285,1975-05-26T14:15:00,train
holdout_S12,S12,levent-09308,S16,deep_moonquake_assigned,deep-family:A97,1975-06-07T17:22:00,train
holdout_S12,S12,levent-09321,S12,natural_impact,event:levent-09321,1975-06-15T03:55:00,test
holdout_S12,S12,levent-09325,S12,deep_moonquake_assigned,deep-family:A6,1975-06-16T11:11:00,test
holdout_S12,S12,levent-09332,S12,natural_impact,event:levent-09332,1975-06-17T12:25:00,test
holdout_S12,S12,levent-09334,S12,natural_impact,event:levent-09334,1975-06-17T17:42:00,test
holdout_S12,S12,levent-09348,S12,natural_impact,event:levent-09348,1975-06-21T16:05:00,test
holdout_S12,S12,levent-09360,S12,natural_impact,event:levent-09360,1975-06-22T14:54:00,test
holdout_S12,S12,levent-09361,S15,natural_impact,event:levent-09361,1975-06-22T19:54:00,train
holdout_S12,S12,levent-09367,S16,natural_impact,event:levent-09367,1975-06-23T09:12:00,train
holdout_S12,S12,levent-09368,S15,natural_impact,event:levent-09368,1975-06-23T09:33:00,train
holdout_S12,S12,levent-09376,S12,natural_impact,event:levent-09376,1975-06-24T16:03:00,test
holdout_S12,S12,levent-09378,S12,natural_impact,event:levent-09378,1975-06-24T18:14:00,test
holdout_S12,S12,levent-09385,S16,natural_impact,event:levent-09385,1975-06-25T09:14:00,train
holdout_S12,S12,levent-09390,S12,natural_impact,event:levent-09390,1975-06-26T03:24:00,test
holdout_S12,S12,levent-09398,S12,natural_impact,event:levent-09398,1975-06-27T14:02:00,test
holdout_S12,S12,levent-09405,S14,natural_impact,event:levent-09405,1975-07-01T11:19:00,train
holdout_S12,S12,levent-09427,S16,natural_impact,event:levent-09427,1975-07-06T09:57:00,train
holdout_S12,S12,levent-09445,S15,natural_impact,event:levent-09445,1975-07-13T01:21:00,train
holdout_S12,S12,levent-09467,S14,natural_impact,event:levent-09467,1975-07-29T03:41:00,train
holdout_S12,S12,levent-09513,S16,natural_impact,event:levent-09513,1975-08-10T06:32:00,train
holdout_S12,S12,levent-09524,S15,natural_impact,event:levent-09524,1975-08-13T00:55:00,train
holdout_S12,S12,levent-09526,S14,natural_impact,event:levent-09526,1975-08-13T08:46:00,train
holdout_S12,S12,levent-09527,S15,natural_impact,event:levent-09527,1975-08-13T11:43:00,train
holdout_S12,S12,levent-09538,S15,natural_impact,event:levent-09538,1975-08-14T14:09:00,train
holdout_S12,S12,levent-09539,S15,natural_impact,event:levent-09539,1975-08-14T15:19:00,train
holdout_S12,S12,levent-09545,S15,natural_impact,event:levent-09545,1975-08-19T21:58:00,train
holdout_S12,S12,levent-09574,S14,natural_impact,event:levent-09574,1975-08-31T09:36:00,train
holdout_S12,S12,levent-09579,S14,deep_moonquake_assigned,deep-family:A71,1975-09-02T01:42:00,train
holdout_S12,S12,levent-09589,S14,natural_impact,event:levent-09589,1975-09-03T13:19:00,train
holdout_S12,S12,levent-09589,S15,natural_impact,event:levent-09589,1975-09-03T13:19:00,train
holdout_S12,S12,levent-09589,S16,natural_impact,event:levent-09589,1975-09-03T13:19:00,train
holdout_S12,S12,levent-09599,S14,deep_moonquake_assigned,deep-family:A22,1975-09-06T17:44:00,train
holdout_S12,S12,levent-09599,S15,deep_moonquake_assigned,deep-family:A22,1975-09-06T17:44:00,train
holdout_S12,S12,levent-09599,S16,deep_moonquake_assigned,deep-family:A22,1975-09-06T17:44:00,train
holdout_S12,S12,levent-09623,S14,natural_impact,event:levent-09623,1975-09-13T14:04:00,train
holdout_S12,S12,levent-09623,S16,natural_impact,event:levent-09623,1975-09-13T14:04:00,train
holdout_S12,S12,levent-09632,S14,natural_impact,event:levent-09632,1975-09-19T13:45:00,train
holdout_S12,S12,levent-09645,S14,natural_impact,event:levent-09645,1975-09-23T08:26:00,train
holdout_S12,S12,levent-09649,S14,natural_impact,event:levent-09649,1975-09-25T07:10:00,train
holdout_S12,S12,levent-09666,S14,deep_moonquake_assigned,deep-family:A71,1975-09-30T09:09:00,train
holdout_S12,S12,levent-09691,S16,natural_impact,event:levent-09691,1975-10-04T08:43:00,train
holdout_S12,S12,levent-09693,S14,natural_impact,event:levent-09693,1975-10-04T12:53:00,train
holdout_S12,S12,levent-09693,S16,natural_impact,event:levent-09693,1975-10-04T12:53:00,train
holdout_S12,S12,levent-09694,S14,deep_moonquake_assigned,deep-family:A22,1975-10-04T14:46:00,train
holdout_S12,S12,levent-09694,S15,deep_moonquake_assigned,deep-family:A22,1975-10-04T14:46:00,train
holdout_S12,S12,levent-09694,S16,deep_moonquake_assigned,deep-family:A22,1975-10-04T14:46:00,train
holdout_S12,S12,levent-09705,S14,natural_impact,event:levent-09705,1975-10-06T12:58:00,train
holdout_S12,S12,levent-09705,S16,natural_impact,event:levent-09705,1975-10-06T12:58:00,train
holdout_S12,S12,levent-09712,S14,natural_impact,event:levent-09712,1975-10-11T12:23:00,train
holdout_S12,S12,levent-09725,S15,natural_impact,event:levent-09725,1975-10-19T04:01:00,train
holdout_S12,S12,levent-09776,S14,deep_moonquake_assigned,deep-family:A22,1975-10-31T20:56:00,train
holdout_S12,S12,levent-09776,S16,deep_moonquake_assigned,deep-family:A22,1975-10-31T20:56:00,train
holdout_S12,S12,levent-09795,S14,deep_moonquake_assigned,deep-family:A97,1975-11-04T02:03:00,train
holdout_S12,S12,levent-09796,S14,natural_impact,event:levent-09796,1975-11-04T04:01:00,train
holdout_S12,S12,levent-09804,S15,natural_impact,event:levent-09804,1975-11-10T04:10:00,train
holdout_S12,S12,levent-09816,S16,natural_impact,event:levent-09816,1975-11-14T11:41:00,train
holdout_S12,S12,levent-09833,S14,natural_impact,event:levent-09833,1975-11-18T00:48:00,train
holdout_S12,S12,levent-09834,S14,natural_impact,event:levent-09834,1975-11-18T08:23:00,train
holdout_S12,S12,levent-09860,S14,natural_impact,event:levent-09860,1975-11-28T02:30:00,train
holdout_S12,S12,levent-09865,S14,deep_moonquake_assigned,deep-family:A82,1975-11-29T00:32:00,train
holdout_S12,S12,levent-09883,S14,natural_impact,event:levent-09883,1975-12-03T01:51:00,train
holdout_S12,S12,levent-09888,S15,natural_impact,event:levent-09888,1975-12-04T03:58:00,train
holdout_S12,S12,levent-09890,S16,natural_impact,event:levent-09890,1975-12-04T18:44:00,train
holdout_S12,S12,levent-09896,S14,natural_impact,event:levent-09896,1975-12-06T08:02:00,train
holdout_S12,S12,levent-09899,S16,natural_impact,event:levent-09899,1975-12-06T16:11:00,train
holdout_S12,S12,levent-09903,S14,natural_impact,event:levent-09903,1975-12-08T23:18:00,train
holdout_S12,S12,levent-09964,S14,deep_moonquake_assigned,deep-family:A70,1975-12-28T00:37:00,train
holdout_S12,S12,levent-09994,S14,deep_moonquake_assigned,deep-family:A75,1976-01-09T01:50:00,train
holdout_S12,S12,levent-10013,S14,natural_impact,event:levent-10013,1976-01-13T07:14:00,train
holdout_S12,S12,levent-10013,S15,natural_impact,event:levent-10013,1976-01-13T07:14:00,train
holdout_S12,S12,levent-10013,S16,natural_impact,event:levent-10013,1976-01-13T07:14:00,train
holdout_S12,S12,levent-10026,S15,natural_impact,event:levent-10026,1976-01-21T11:32:00,train
holdout_S12,S12,levent-10033,S15,natural_impact,event:levent-10033,1976-01-25T16:10:00,train
holdout_S12,S12,levent-10039,S15,natural_impact,event:levent-10039,1976-01-27T12:57:00,train
holdout_S12,S12,levent-10129,S16,natural_impact,event:levent-10129,1976-02-27T20:14:00,train
holdout_S12,S12,levent-10189,S14,deep_moonquake_assigned,deep-family:A206,1976-03-09T19:11:00,train
holdout_S12,S12,levent-10191,S14,deep_moonquake_assigned,deep-family:A315,1976-03-10T00:37:00,train
holdout_S12,S12,levent-10194,S14,natural_impact,event:levent-10194,1976-03-10T12:01:00,train
holdout_S12,S12,levent-10221,S14,natural_impact,event:levent-10221,1976-03-14T01:52:00,train
holdout_S12,S12,levent-10228,S14,deep_moonquake_assigned,deep-family:A86,1976-03-15T01:30:00,train
holdout_S12,S12,levent-10231,S14,natural_impact,event:levent-10231,1976-03-15T10:21:00,train
holdout_S12,S12,levent-10245,S14,deep_moonquake_assigned,deep-family:A22,1976-03-16T14:45:00,train
holdout_S12,S12,levent-10245,S15,deep_moonquake_assigned,deep-family:A22,1976-03-16T14:45:00,train
holdout_S12,S12,levent-10245,S16,deep_moonquake_assigned,deep-family:A22,1976-03-16T14:45:00,train
holdout_S12,S12,levent-10271,S15,natural_impact,event:levent-10271,1976-03-30T02:40:00,train
holdout_S12,S12,levent-10314,S15,deep_moonquake_assigned,deep-family:A22,1976-04-10T18:30:00,train
holdout_S12,S12,levent-10378,S15,natural_impact,event:levent-10378,1976-04-23T14:07:00,train
holdout_S12,S12,levent-10416,S15,natural_impact,event:levent-10416,1976-04-30T11:53:00,train
holdout_S12,S12,levent-10466,S15,natural_impact,event:levent-10466,1976-05-10T03:04:00,train
holdout_S12,S12,levent-10501,S15,natural_impact,event:levent-10501,1976-05-16T12:48:00,train
holdout_S12,S12,levent-10528,S15,natural_impact,event:levent-10528,1976-05-25T07:57:00,train
holdout_S12,S12,levent-10533,S14,deep_moonquake_assigned,deep-family:A361,1976-05-25T14:23:00,train
holdout_S12,S12,levent-10550,S14,natural_impact,event:levent-10550,1976-05-27T21:40:00,train
holdout_S12,S12,levent-10551,S14,natural_impact,event:levent-10551,1976-05-28T05:21:00,train
holdout_S12,S12,levent-10552,S14,natural_impact,event:levent-10552,1976-05-28T06:03:00,train
holdout_S12,S12,levent-10552,S15,natural_impact,event:levent-10552,1976-05-28T06:03:00,train
holdout_S12,S12,levent-10552,S16,natural_impact,event:levent-10552,1976-05-28T06:03:00,train
holdout_S12,S12,levent-10564,S14,natural_impact,event:levent-10564,1976-05-30T04:49:00,train
holdout_S12,S12,levent-10588,S14,deep_moonquake_assigned,deep-family:A22,1976-06-04T23:32:00,train
holdout_S12,S12,levent-10588,S15,deep_moonquake_assigned,deep-family:A22,1976-06-04T23:32:00,train
holdout_S12,S12,levent-10588,S16,deep_moonquake_assigned,deep-family:A22,1976-06-04T23:32:00,train
holdout_S12,S12,levent-10650,S15,natural_impact,event:levent-10650,1976-06-15T21:09:00,train
holdout_S12,S12,levent-10710,S14,natural_impact,event:levent-10710,1976-06-29T15:15:00,validation
holdout_S12,S12,levent-10710,S15,natural_impact,event:levent-10710,1976-06-29T15:15:00,validation
holdout_S12,S12,levent-10710,S16,natural_impact,event:levent-10710,1976-06-29T15:15:00,validation
holdout_S12,S12,levent-10712,S14,natural_impact,event:levent-10712,1976-06-30T05:56:00,validation
holdout_S12,S12,levent-10739,S15,deep_moonquake_assigned,deep-family:A74,1976-07-02T23:07:00,train
holdout_S12,S12,levent-10739,S16,deep_moonquake_assigned,deep-family:A74,1976-07-02T23:07:00,train
holdout_S12,S12,levent-10740,S15,natural_impact,event:levent-10740,1976-07-03T02:26:00,validation
holdout_S12,S12,levent-10744,S14,natural_impact,event:levent-10744,1976-07-03T11:19:00,validation
holdout_S12,S12,levent-10744,S15,natural_impact,event:levent-10744,1976-07-03T11:19:00,validation
holdout_S12,S12,levent-10749,S14,natural_impact,event:levent-10749,1976-07-04T05:10:00,validation
holdout_S12,S12,levent-10774,S16,natural_impact,event:levent-10774,1976-07-10T14:52:00,validation
holdout_S12,S12,levent-10825,S16,natural_impact,event:levent-10825,1976-07-24T22:22:00,validation
holdout_S12,S12,levent-10854,S15,natural_impact,event:levent-10854,1976-07-29T11:34:00,validation
holdout_S12,S12,levent-10860,S16,natural_impact,event:levent-10860,1976-07-29T16:23:00,validation
holdout_S12,S12,levent-10869,S15,deep_moonquake_assigned,deep-family:A74,1976-07-29T23:17:00,train
holdout_S12,S12,levent-10869,S16,deep_moonquake_assigned,deep-family:A74,1976-07-29T23:17:00,train
holdout_S12,S12,levent-10888,S15,natural_impact,event:levent-10888,1976-07-31T05:16:00,validation
holdout_S12,S12,levent-10890,S14,deep_moonquake_assigned,deep-family:A244,1976-07-31T16:27:00,validation
holdout_S12,S12,levent-10906,S16,natural_impact,event:levent-10906,1976-08-04T19:05:00,validation
holdout_S12,S12,levent-10910,S15,natural_impact,event:levent-10910,1976-08-05T18:56:00,validation
holdout_S12,S12,levent-10924,S16,natural_impact,event:levent-10924,1976-08-08T14:58:00,validation
holdout_S12,S12,levent-10927,S14,natural_impact,event:levent-10927,1976-08-09T20:36:00,validation
holdout_S12,S12,levent-10943,S14,natural_impact,event:levent-10943,1976-08-13T18:32:00,validation
holdout_S12,S12,levent-10948,S14,natural_impact,event:levent-10948,1976-08-14T21:28:00,validation
holdout_S12,S12,levent-10957,S14,natural_impact,event:levent-10957,1976-08-17T05:15:00,validation
holdout_S12,S12,levent-10957,S16,natural_impact,event:levent-10957,1976-08-17T05:15:00,validation
holdout_S12,S12,levent-10968,S16,deep_moonquake_unclassified,event:levent-10968,1976-08-21T06:25:00,validation
holdout_S12,S12,levent-10971,S14,natural_impact,event:levent-10971,1976-08-22T10:35:00,validation
holdout_S12,S12,levent-10974,S14,natural_impact,event:levent-10974,1976-08-23T14:12:00,validation
holdout_S12,S12,levent-11008,S14,natural_impact,event:levent-11008,1976-08-27T13:35:00,validation
holdout_S12,S12,levent-11020,S14,deep_moonquake_assigned,deep-family:A70,1976-08-29T02:27:00,train
holdout_S12,S12,levent-11031,S15,natural_impact,event:levent-11031,1976-08-31T21:06:00,validation
holdout_S12,S12,levent-11042,S15,natural_impact,event:levent-11042,1976-09-04T17:35:00,validation
holdout_S12,S12,levent-11084,S15,natural_impact,event:levent-11084,1976-09-17T20:38:00,validation
holdout_S12,S12,levent-11111,S16,natural_impact,event:levent-11111,1976-09-21T16:03:00,validation
holdout_S12,S12,levent-11172,S14,natural_impact,event:levent-11172,1976-10-01T22:35:00,validation
holdout_S12,S12,levent-11346,S14,natural_impact,event:levent-11346,1976-11-14T23:16:00,validation
holdout_S12,S12,levent-11346,S15,natural_impact,event:levent-11346,1976-11-14T23:16:00,validation
holdout_S12,S12,levent-11346,S16,natural_impact,event:levent-11346,1976-11-14T23:16:00,validation
holdout_S12,S12,levent-11389,S14,deep_moonquake_assigned,deep-family:A202,1976-11-18T07:28:00,train
holdout_S12,S12,levent-11404,S14,natural_impact,event:levent-11404,1976-11-21T22:40:00,validation
holdout_S12,S12,levent-11412,S14,natural_impact,event:levent-11412,1976-11-24T10:47:00,validation
holdout_S12,S12,levent-11418,S14,natural_impact,event:levent-11418,1976-11-26T03:51:00,validation
holdout_S12,S12,levent-11449,S15,natural_impact,event:levent-11449,1976-12-01T23:58:00,validation
holdout_S12,S12,levent-11479,S16,deep_moonquake_assigned,deep-family:A97,1976-12-05T22:26:00,train
holdout_S12,S12,levent-11500,S14,deep_moonquake_assigned,deep-family:A22,1976-12-13T12:23:00,train
holdout_S12,S12,levent-11500,S15,deep_moonquake_assigned,deep-family:A22,1976-12-13T12:23:00,train
holdout_S12,S12,levent-11500,S16,deep_moonquake_assigned,deep-family:A22,1976-12-13T12:23:00,train
holdout_S12,S12,levent-11548,S14,natural_impact,event:levent-11548,1976-12-25T19:30:00,validation
holdout_S12,S12,levent-11548,S16,natural_impact,event:levent-11548,1976-12-25T19:30:00,validation
holdout_S12,S12,levent-11572,S14,natural_impact,event:levent-11572,1976-12-29T07:07:00,validation
holdout_S12,S12,levent-11604,S14,natural_impact,event:levent-11604,1977-01-03T10:04:00,validation
holdout_S12,S12,levent-11615,S14,natural_impact,event:levent-11615,1977-01-07T03:50:00,validation
holdout_S12,S12,levent-11615,S16,natural_impact,event:levent-11615,1977-01-07T03:50:00,validation
holdout_S12,S12,levent-11636,S14,natural_impact,event:levent-11636,1977-01-10T16:27:00,validation
holdout_S12,S12,levent-11652,S14,natural_impact,event:levent-11652,1977-01-13T12:25:00,validation
holdout_S12,S12,levent-11663,S14,natural_impact,event:levent-11663,1977-01-16T03:07:00,validation
holdout_S12,S12,levent-11663,S16,natural_impact,event:levent-11663,1977-01-16T03:07:00,validation
holdout_S12,S12,levent-11667,S16,natural_impact,event:levent-11667,1977-01-18T00:18:00,validation
holdout_S12,S12,levent-11707,S14,natural_impact,event:levent-11707,1977-01-27T00:45:00,validation
holdout_S12,S12,levent-11714,S14,natural_impact,event:levent-11714,1977-01-28T22:17:00,validation
holdout_S12,S12,levent-11728,S14,natural_impact,event:levent-11728,1977-02-02T11:57:00,validation
holdout_S12,S12,levent-11744,S14,natural_impact,event:levent-11744,1977-02-05T17:45:00,validation
holdout_S12,S12,levent-11769,S14,natural_impact,event:levent-11769,1977-02-13T10:20:00,validation
holdout_S12,S12,levent-11809,S14,natural_impact,event:levent-11809,1977-02-22T05:08:00,validation
holdout_S12,S12,levent-11811,S14,natural_impact,event:levent-11811,1977-02-23T00:13:00,validation
holdout_S12,S12,levent-11840,S14,deep_moonquake_assigned,deep-family:A22,1977-03-03T16:43:00,train
holdout_S12,S12,levent-11851,S15,deep_moonquake_assigned,deep-family:A74,1977-03-05T06:56:00,train
holdout_S12,S12,levent-11855,S14,deep_moonquake_assigned,deep-family:A257,1977-03-05T10:16:00,train
holdout_S12,S12,levent-11892,S14,natural_impact,event:levent-11892,1977-03-18T14:39:00,validation
holdout_S12,S12,levent-11899,S15,natural_impact,event:levent-11899,1977-03-19T15:05:00,validation
holdout_S12,S12,levent-11915,S14,natural_impact,event:levent-11915,1977-03-21T00:07:00,validation
holdout_S12,S12,levent-11915,S16,natural_impact,event:levent-11915,1977-03-21T00:07:00,validation
holdout_S12,S12,levent-11921,S14,natural_impact,event:levent-11921,1977-03-23T19:29:00,validation
holdout_S12,S12,levent-11922,S15,natural_impact,event:levent-11922,1977-03-24T04:44:00,validation
holdout_S12,S12,levent-11926,S14,natural_impact,event:levent-11926,1977-03-25T12:56:00,validation
holdout_S12,S12,levent-11932,S12,natural_impact,event:levent-11932,1977-03-28T07:26:00,test
holdout_S12,S12,levent-11998,S12,deep_moonquake_assigned,deep-family:A6,1977-04-02T06:43:00,test
holdout_S12,S12,levent-12004,S12,deep_moonquake_assigned,deep-family:A1,1977-04-02T15:46:00,test
holdout_S12,S12,levent-12011,S15,deep_moonquake_unclassified,event:levent-12011,1977-04-03T06:33:00,validation
holdout_S12,S12,levent-12011,S16,deep_moonquake_unclassified,event:levent-12011,1977-04-03T06:33:00,validation
holdout_S12,S12,levent-12019,S12,deep_moonquake_assigned,deep-family:A64,1977-04-04T10:32:00,test
holdout_S12,S12,levent-12023,S12,deep_moonquake_assigned,deep-family:A1,1977-04-05T02:45:00,test
holdout_S12,S12,levent-12034,S12,natural_impact,event:levent-12034,1977-04-06T12:48:00,test
holdout_S12,S12,levent-12047,S12,natural_impact,event:levent-12047,1977-04-10T22:58:00,test
holdout_S12,S12,levent-12048,S12,natural_impact,event:levent-12048,1977-04-11T13:23:00,test
holdout_S12,S12,levent-12052,S12,deep_moonquake_assigned,deep-family:A23,1977-04-13T19:35:00,test
holdout_S12,S12,levent-12076,S14,deep_moonquake_assigned,deep-family:A114,1977-04-16T07:40:00,validation
holdout_S12,S12,levent-12076,S15,deep_moonquake_assigned,deep-family:A114,1977-04-16T07:40:00,validation
holdout_S12,S12,levent-12076,S16,deep_moonquake_assigned,deep-family:A114,1977-04-16T07:40:00,validation
holdout_S12,S12,levent-12080,S15,natural_impact,event:levent-12080,1977-04-16T13:16:00,validation
holdout_S12,S12,levent-12086,S15,natural_impact,event:levent-12086,1977-04-17T07:06:00,validation
holdout_S12,S12,levent-12091,S16,natural_impact,event:levent-12091,1977-04-17T13:39:00,validation
holdout_S12,S12,levent-12094,S12,deep_moonquake_assigned,deep-family:A8,1977-04-17T17:12:00,test
holdout_S12,S12,levent-12095,S12,natural_impact,event:levent-12095,1977-04-17T23:35:00,test
holdout_S12,S12,levent-12106,S12,deep_moonquake_assigned,deep-family:A16,1977-04-19T11:41:00,test
holdout_S12,S12,levent-12115,S16,natural_impact,event:levent-12115,1977-04-23T05:07:00,validation
holdout_S12,S12,levent-12122,S12,natural_impact,event:levent-12122,1977-04-24T16:12:00,test
holdout_S12,S12,levent-12131,S12,deep_moonquake_assigned,deep-family:A10,1977-04-26T10:13:00,test
holdout_S12,S12,levent-12156,S12,deep_moonquake_unclassified,event:levent-12156,1977-04-27T15:41:00,test
holdout_S12,S12,levent-12176,S12,deep_moonquake_assigned,deep-family:A25,1977-04-28T13:32:00,test
holdout_S12,S12,levent-12177,S16,deep_moonquake_assigned,deep-family:A271,1977-04-28T15:05:00,train
holdout_S12,S12,levent-12190,S16,natural_impact,event:levent-12190,1977-04-29T20:37:00,validation
holdout_S12,S12,levent-12262,S12,natural_impact,event:levent-12262,1977-05-04T11:12:00,test
holdout_S12,S12,levent-12270,S12,natural_impact,event:levent-12270,1977-05-04T23:07:00,test
holdout_S12,S12,levent-12272,S12,deep_moonquake_assigned,deep-family:A218,1977-05-05T02:06:00,test
holdout_S12,S12,levent-12275,S12,natural_impact,event:levent-12275,1977-05-06T19:56:00,test
holdout_S12,S12,levent-12294,S12,natural_impact,event:levent-12294,1977-05-11T20:14:00,test
holdout_S12,S12,levent-12300,S12,deep_moonquake_assigned,deep-family:A94,1977-05-12T10:25:00,test
holdout_S12,S12,levent-12301,S12,deep_moonquake_assigned,deep-family:A9,1977-05-12T10:39:00,test
holdout_S12,S12,levent-12302,S12,deep_moonquake_assigned,deep-family:A10,1977-05-12T12:47:00,test
holdout_S12,S12,levent-12304,S15,deep_moonquake_assigned,deep-family:A29,1977-05-12T13:32:00,validation
holdout_S12,S12,levent-12305,S12,deep_moonquake_assigned,deep-family:A25,1977-05-12T18:28:00,test
holdout_S12,S12,levent-12314,S12,deep_moonquake_assigned,deep-family:A8,1977-05-14T12:50:00,test
holdout_S12,S12,levent-12331,S12,deep_moonquake_assigned,deep-family:A27,1977-05-16T00:04:00,test
holdout_S12,S12,levent-12332,S12,deep_moonquake_assigned,deep-family:A8,1977-05-16T01:38:00,test
holdout_S12,S12,levent-12338,S12,deep_moonquake_assigned,deep-family:A8,1977-05-16T10:55:00,test
holdout_S12,S12,levent-12350,S14,deep_moonquake_assigned,deep-family:A237,1977-05-17T10:01:00,validation
